x,y,z,t_mean_c,t_std_c,n_obs,material,solar_absorptance,u_value_w_m2k,plausible,flag_reason,solar_term_w_m2,u_value_corrected_w_m2k,correction_note
19.700000000000003,0.30000000000000004,1.9000000000000001,37.302,2.108,22,glass,0.1,8.4661,0,solar_suspected,0.0,8.4661,
19.700000000000003,0.5,-0.30000000000000004,36.662,0.902,169,concrete,0.65,7.7241,1,,0.0,7.7241,
19.700000000000003,0.5,1.7000000000000002,38.489,0.584,11,glass,0.1,9.8423,0,solar_suspected,0.0,9.8423,
19.700000000000003,0.5,1.9000000000000001,37.203,2.26,23,glass,0.1,8.3513,0,solar_suspected,0.0,8.3513,
19.700000000000003,0.7000000000000001,-0.30000000000000004,36.212,1.155,163,concrete,0.65,7.2023,1,,0.0,7.2023,
19.700000000000003,0.7000000000000001,1.7000000000000002,37.937,1.861,14,glass,0.1,9.2023,0,solar_suspected,0.0,9.2023,
19.700000000000003,0.7000000000000001,1.9000000000000001,37.661,2.465,24,glass,0.1,8.8823,0,solar_suspected,0.0,8.8823,
19.700000000000003,0.9,-0.30000000000000004,36.007,1.528,163,concrete,0.65,6.9646,1,,0.0,6.9646,
19.700000000000003,0.9,1.7000000000000002,37.657,1.775,20,glass,0.1,8.8777,0,solar_suspected,0.0,8.8777,
19.700000000000003,0.9,1.9000000000000001,37.033,2.465,21,glass,0.1,8.1542,0,solar_suspected,0.0,8.1542,
19.700000000000003,1.1,-0.30000000000000004,35.948,1.435,142,concrete,0.65,6.8962,1,,0.0,6.8962,
19.700000000000003,1.1,1.7000000000000002,37.753,1.718,25,glass,0.1,8.989,0,solar_suspected,0.0,8.989,
19.700000000000003,1.1,1.9000000000000001,37.011,2.491,27,glass,0.1,8.1287,0,solar_suspected,0.0,8.1287,
19.700000000000003,1.3,-0.30000000000000004,35.615,1.486,175,concrete,0.65,6.5101,1,,0.0,6.5101,
19.700000000000003,1.3,1.7000000000000002,38.151,1.423,16,glass,0.1,9.4504,0,solar_suspected,0.0,9.4504,
19.700000000000003,1.3,1.9000000000000001,37.325,2.169,33,glass,0.1,8.4928,0,solar_suspected,0.0,8.4928,
19.700000000000003,1.5,-0.30000000000000004,35.373,1.43,175,concrete,0.65,6.2296,1,,0.0,6.2296,sud_opaque_no_correction
19.700000000000003,1.5,1.7000000000000002,37.39,1.348,14,glass,0.1,8.5681,0,solar_suspected,0.0,8.5681,sud_opaque_no_correction
19.700000000000003,1.5,1.9000000000000001,36.968,1.94,30,glass,0.1,8.0788,0,solar_suspected,0.0,8.0788,sud_opaque_no_correction
19.700000000000003,1.7000000000000002,-0.30000000000000004,35.003,1.338,137,concrete,0.65,5.8006,1,,0.0,5.8006,sud_opaque_no_correction
19.700000000000003,1.7000000000000002,1.7000000000000002,37.458,0.761,9,glass,0.1,8.647,0,solar_suspected,0.0,8.647,sud_opaque_no_correction
19.700000000000003,1.7000000000000002,1.9000000000000001,37.221,1.755,27,glass,0.1,8.3722,0,solar_suspected,0.0,8.3722,sud_opaque_no_correction
19.900000000000002,-0.7000000000000001,-0.30000000000000004,34.54,0.917,174,concrete,0.65,5.2638,1,,57.4,-3.0549,nord_diffuse_only
19.900000000000002,-0.7000000000000001,-0.1,34.434,0.944,502,concrete,0.65,5.1409,1,,57.4,-3.1778,nord_diffuse_only
19.900000000000002,-0.7000000000000001,0.1,34.758,0.904,269,painted_metal,0.65,5.5165,1,,57.4,-2.8021,nord_diffuse_only
19.900000000000002,-0.7000000000000001,0.30000000000000004,35.293,0.912,241,painted_metal,0.65,6.1368,1,,57.4,-2.1818,nord_diffuse_only
19.900000000000002,-0.7000000000000001,0.5,35.662,0.868,235,painted_metal,0.65,6.5646,1,,57.4,-1.754,nord_diffuse_only
19.900000000000002,-0.7000000000000001,0.7000000000000001,36.11,0.94,229,painted_metal,0.65,7.0841,1,,57.4,-1.2346,nord_diffuse_only
19.900000000000002,-0.7000000000000001,0.9,36.329,1.307,143,glass,0.1,7.338,1,,8.83,6.0582,nord_diffuse_only
19.900000000000002,-0.7000000000000001,1.1,36.16,1.131,84,glass,0.1,7.142,1,,8.83,5.8622,nord_diffuse_only
19.900000000000002,-0.7000000000000001,1.3,36.054,1.162,61,glass,0.1,7.0191,1,,8.83,5.7393,nord_diffuse_only
19.900000000000002,-0.7000000000000001,1.5,35.897,0.987,42,glass,0.1,6.8371,1,,8.83,5.5573,nord_diffuse_only
19.900000000000002,-0.7000000000000001,1.7000000000000002,36.043,1.066,31,glass,0.1,7.0064,1,,8.83,5.7266,nord_diffuse_only
19.900000000000002,-0.7000000000000001,1.9000000000000001,34.137,0.0,1,glass,0.1,4.7965,1,,8.83,3.5167,nord_diffuse_only
19.900000000000002,-0.5,-0.30000000000000004,34.557,1.072,172,concrete,0.65,5.2835,1,,0.0,5.2835,
19.900000000000002,-0.5,-0.1,33.624,0.165,23,concrete,0.65,4.2017,1,,0.0,4.2017,
19.900000000000002,-0.5,0.1,33.961,0.0,1,painted_metal,0.65,4.5925,1,,0.0,4.5925,
19.900000000000002,-0.5,1.7000000000000002,35.442,1.549,12,glass,0.1,6.3096,1,,0.0,6.3096,
19.900000000000002,-0.5,1.9000000000000001,36.185,1.549,37,glass,0.1,7.171,1,,0.0,7.171,
19.900000000000002,-0.30000000000000004,-0.30000000000000004,35.295,1.231,181,concrete,0.65,6.1391,1,,0.0,6.1391,
19.900000000000002,-0.30000000000000004,1.7000000000000002,36.989,1.7,3,glass,0.1,8.1032,0,solar_suspected,0.0,8.1032,
19.900000000000002,-0.30000000000000004,1.9000000000000001,36.277,1.96,46,glass,0.1,7.2777,1,,0.0,7.2777,
19.900000000000002,-0.1,-0.30000000000000004,35.382,1.22,177,concrete,0.65,6.24,1,,0.0,6.24,
19.900000000000002,-0.1,1.7000000000000002,36.552,2.091,9,glass,0.1,7.5965,1,,0.0,7.5965,
19.900000000000002,-0.1,1.9000000000000001,36.071,1.993,30,glass,0.1,7.0388,1,,0.0,7.0388,
19.900000000000002,0.1,-0.30000000000000004,35.922,0.97,146,concrete,0.65,6.8661,1,,0.0,6.8661,
19.900000000000002,0.1,1.7000000000000002,36.107,1.933,12,glass,0.1,7.0806,1,,0.0,7.0806,
19.900000000000002,0.1,1.9000000000000001,37.001,1.988,27,glass,0.1,8.1171,0,solar_suspected,0.0,8.1171,
19.900000000000002,0.30000000000000004,-0.30000000000000004,36.425,0.849,141,concrete,0.65,7.4493,1,,0.0,7.4493,
19.900000000000002,0.30000000000000004,1.7000000000000002,36.257,1.86,16,glass,0.1,7.2545,1,,0.0,7.2545,
19.900000000000002,0.30000000000000004,1.9000000000000001,37.217,1.775,24,glass,0.1,8.3675,0,solar_suspected,0.0,8.3675,
19.900000000000002,0.5,-0.30000000000000004,36.668,0.834,134,concrete,0.65,7.731,1,,0.0,7.731,
19.900000000000002,0.5,1.7000000000000002,36.78,1.861,20,glass,0.1,7.8609,1,,0.0,7.8609,
19.900000000000002,0.5,1.9000000000000001,37.26,1.846,20,glass,0.1,8.4174,0,solar_suspected,0.0,8.4174,
19.900000000000002,0.7000000000000001,-0.30000000000000004,36.55,1.015,162,concrete,0.65,7.5942,1,,0.0,7.5942,
19.900000000000002,0.7000000000000001,1.7000000000000002,37.406,2.089,20,glass,0.1,8.5867,0,solar_suspected,0.0,8.5867,
19.900000000000002,0.7000000000000001,1.9000000000000001,37.354,2.185,16,glass,0.1,8.5264,0,solar_suspected,0.0,8.5264,
19.900000000000002,0.9,-0.30000000000000004,36.377,1.245,177,concrete,0.65,7.3936,1,,0.0,7.3936,
19.900000000000002,0.9,1.7000000000000002,37.426,1.762,17,glass,0.1,8.6099,0,solar_suspected,0.0,8.6099,
19.900000000000002,0.9,1.9000000000000001,36.974,2.12,19,glass,0.1,8.0858,0,solar_suspected,0.0,8.0858,
19.900000000000002,1.1,-0.30000000000000004,36.263,1.214,185,concrete,0.65,7.2614,1,,0.0,7.2614,
19.900000000000002,1.1,1.7000000000000002,36.852,1.743,12,glass,0.1,7.9443,1,,0.0,7.9443,
19.900000000000002,1.1,1.9000000000000001,37.899,1.818,16,glass,0.1,9.1583,0,solar_suspected,0.0,9.1583,
19.900000000000002,1.3,-0.30000000000000004,36.239,1.33,164,concrete,0.65,7.2336,1,,0.0,7.2336,
19.900000000000002,1.3,1.7000000000000002,37.179,1.621,10,glass,0.1,8.3235,0,solar_suspected,0.0,8.3235,
19.900000000000002,1.3,1.9000000000000001,37.437,2.151,19,glass,0.1,8.6226,0,solar_suspected,0.0,8.6226,
19.900000000000002,1.5,-0.30000000000000004,35.495,1.485,129,concrete,0.65,6.371,1,,0.0,6.371,sud_opaque_no_correction
19.900000000000002,1.5,1.7000000000000002,37.263,1.215,7,glass,0.1,8.4209,0,solar_suspected,0.0,8.4209,sud_opaque_no_correction
19.900000000000002,1.5,1.9000000000000001,36.81,1.746,33,glass,0.1,7.8957,1,,0.0,7.8957,sud_opaque_no_correction
19.900000000000002,1.7000000000000002,-0.30000000000000004,34.731,1.338,161,concrete,0.65,5.4852,1,,0.0,5.4852,sud_opaque_no_correction
19.900000000000002,1.7000000000000002,1.7000000000000002,36.903,1.273,6,glass,0.1,8.0035,0,solar_suspected,0.0,8.0035,sud_opaque_no_correction
19.900000000000002,1.7000000000000002,1.9000000000000001,36.933,1.75,34,glass,0.1,8.0383,0,solar_suspected,0.0,8.0383,sud_opaque_no_correction
20.1,-0.7000000000000001,-0.30000000000000004,34.582,0.911,155,concrete,0.65,5.3125,1,,57.4,-3.0062,nord_diffuse_only
20.1,-0.7000000000000001,-0.1,34.506,1.014,436,concrete,0.65,5.2243,1,,57.4,-3.0943,nord_diffuse_only
20.1,-0.7000000000000001,0.1,34.974,1.105,260,painted_metal,0.65,5.767,1,,57.4,-2.5517,nord_diffuse_only
20.1,-0.7000000000000001,0.30000000000000004,35.325,1.039,220,painted_metal,0.65,6.1739,1,,57.4,-2.1447,nord_diffuse_only
20.1,-0.7000000000000001,0.5,35.731,1.026,213,painted_metal,0.65,6.6446,1,,57.4,-1.674,nord_diffuse_only
20.1,-0.7000000000000001,0.7000000000000001,36.105,1.012,220,painted_metal,0.65,7.0783,1,,57.4,-1.2404,nord_diffuse_only
20.1,-0.7000000000000001,0.9,36.655,1.282,136,glass,0.1,7.7159,1,,8.83,6.4361,nord_diffuse_only
20.1,-0.7000000000000001,1.1,36.18,1.116,81,glass,0.1,7.1652,1,,8.83,5.8854,nord_diffuse_only
20.1,-0.7000000000000001,1.3,35.826,1.153,59,glass,0.1,6.7548,1,,8.83,5.475,nord_diffuse_only
20.1,-0.7000000000000001,1.5,35.963,1.179,31,glass,0.1,6.9136,1,,8.83,5.6338,nord_diffuse_only
20.1,-0.7000000000000001,1.7000000000000002,35.616,0.989,27,glass,0.1,6.5113,1,,8.83,5.2315,nord_diffuse_only
20.1,-0.5,-0.30000000000000004,34.573,1.155,213,concrete,0.65,5.302,1,,0.0,5.302,
20.1,-0.5,-0.1,33.755,0.23,43,rubber,0.9,4.3536,1,,0.0,4.3536,
20.1,-0.5,0.1,33.998,0.025,3,painted_metal,0.65,4.6354,1,,0.0,4.6354,
20.1,-0.5,1.7000000000000002,36.138,1.218,13,glass,0.1,7.1165,1,,0.0,7.1165,
20.1,-0.5,1.9000000000000001,36.085,1.422,26,glass,0.1,7.0551,1,,0.0,7.0551,
20.1,-0.30000000000000004,-0.30000000000000004,35.23,1.101,116,concrete,0.65,6.0638,1,,0.0,6.0638,
20.1,-0.30000000000000004,1.7000000000000002,36.308,1.51,7,glass,0.1,7.3136,1,,0.0,7.3136,
20.1,-0.30000000000000004,1.9000000000000001,36.755,1.416,34,glass,0.1,7.8319,1,,0.0,7.8319,
20.1,-0.1,-0.30000000000000004,35.532,1.121,107,concrete,0.65,6.4139,1,,0.0,6.4139,
20.1,-0.1,1.7000000000000002,37.304,0.891,8,glass,0.1,8.4684,0,solar_suspected,0.0,8.4684,
20.1,-0.1,1.9000000000000001,36.686,1.51,36,glass,0.1,7.7519,1,,0.0,7.7519,
20.1,0.1,-0.30000000000000004,36.026,1.091,147,concrete,0.65,6.9867,1,,0.0,6.9867,
20.1,0.1,1.7000000000000002,36.94,1.308,10,glass,0.1,8.0464,0,solar_suspected,0.0,8.0464,
20.1,0.1,1.9000000000000001,37.16,1.73,36,glass,0.1,8.3014,0,solar_suspected,0.0,8.3014,
20.1,0.30000000000000004,-0.30000000000000004,36.432,0.899,159,concrete,0.65,7.4574,1,,0.0,7.4574,
20.1,0.30000000000000004,1.7000000000000002,37.187,1.207,9,glass,0.1,8.3328,0,solar_suspected,0.0,8.3328,
20.1,0.30000000000000004,1.9000000000000001,36.834,2.01,31,glass,0.1,7.9235,1,,0.0,7.9235,
20.1,0.5,-0.30000000000000004,36.752,0.706,162,concrete,0.65,7.8284,1,,0.0,7.8284,
20.1,0.5,1.7000000000000002,37.283,1.354,11,glass,0.1,8.4441,0,solar_suspected,0.0,8.4441,
20.1,0.5,1.9000000000000001,36.514,2.304,30,glass,0.1,7.5525,1,,0.0,7.5525,
20.1,0.7000000000000001,-0.30000000000000004,36.839,0.796,161,concrete,0.65,7.9293,1,,0.0,7.9293,
20.1,0.7000000000000001,1.7000000000000002,38.003,1.857,15,glass,0.1,9.2788,0,solar_suspected,0.0,9.2788,
20.1,0.7000000000000001,1.9000000000000001,36.502,2.649,25,glass,0.1,7.5386,1,,0.0,7.5386,
20.1,0.9,-0.30000000000000004,36.605,0.908,147,concrete,0.65,7.658,1,,0.0,7.658,
20.1,0.9,1.7000000000000002,37.578,1.592,9,glass,0.1,8.7861,0,solar_suspected,0.0,8.7861,
20.1,0.9,1.9000000000000001,36.79,2.371,30,glass,0.1,7.8725,1,,0.0,7.8725,
20.1,1.1,-0.30000000000000004,36.148,1.274,132,concrete,0.65,7.1281,1,,0.0,7.1281,
20.1,1.1,1.7000000000000002,38.405,2.073,17,glass,0.1,9.7449,0,solar_suspected,0.0,9.7449,
20.1,1.1,1.9000000000000001,36.558,2.158,35,glass,0.1,7.6035,1,,0.0,7.6035,
20.1,1.3,-0.30000000000000004,35.809,1.493,147,concrete,0.65,6.7351,1,,0.0,6.7351,
20.1,1.3,1.7000000000000002,37.849,1.59,16,glass,0.1,9.1003,0,solar_suspected,0.0,9.1003,
20.1,1.3,1.9000000000000001,36.829,2.26,28,glass,0.1,7.9177,1,,0.0,7.9177,
20.1,1.5,-0.30000000000000004,35.543,1.432,140,concrete,0.65,6.4267,1,,0.0,6.4267,sud_opaque_no_correction
20.1,1.5,1.7000000000000002,38.125,1.959,13,glass,0.1,9.4203,0,solar_suspected,0.0,9.4203,sud_opaque_no_correction
20.1,1.5,1.9000000000000001,36.492,1.82,24,glass,0.1,7.527,1,,0.0,7.527,sud_opaque_no_correction
20.1,1.7000000000000002,-0.30000000000000004,35.104,1.244,147,concrete,0.65,5.9177,1,,0.0,5.9177,sud_opaque_no_correction
20.1,1.7000000000000002,1.7000000000000002,38.241,2.228,9,glass,0.1,9.5548,0,solar_suspected,0.0,9.5548,sud_opaque_no_correction
20.1,1.7000000000000002,1.9000000000000001,36.522,1.719,30,glass,0.1,7.5617,1,,0.0,7.5617,sud_opaque_no_correction
20.3,-0.7000000000000001,-0.30000000000000004,34.761,0.916,116,concrete,0.65,5.52,1,,57.4,-2.7987,nord_diffuse_only
20.3,-0.7000000000000001,-0.1,34.667,1.104,326,concrete,0.65,5.411,1,,57.4,-2.9076,nord_diffuse_only
20.3,-0.7000000000000001,0.1,34.941,1.105,218,painted_metal,0.65,5.7287,1,,57.4,-2.59,nord_diffuse_only
20.3,-0.7000000000000001,0.30000000000000004,35.368,1.099,207,painted_metal,0.65,6.2238,1,,57.4,-2.0949,nord_diffuse_only
20.3,-0.7000000000000001,0.5,35.783,1.193,194,painted_metal,0.65,6.7049,1,,57.4,-1.6137,nord_diffuse_only
20.3,-0.7000000000000001,0.7000000000000001,36.19,1.178,248,painted_metal,0.65,7.1768,1,,57.4,-1.1418,nord_diffuse_only
20.3,-0.7000000000000001,0.9,36.614,1.51,147,glass,0.1,7.6684,1,,8.83,6.3886,nord_diffuse_only
20.3,-0.7000000000000001,1.1,36.325,1.258,75,glass,0.1,7.3333,1,,8.83,6.0535,nord_diffuse_only
20.3,-0.7000000000000001,1.3,35.999,1.12,62,glass,0.1,6.9554,1,,8.83,5.6756,nord_diffuse_only
20.3,-0.7000000000000001,1.5,35.931,1.125,46,glass,0.1,6.8765,1,,8.83,5.5967,nord_diffuse_only
20.3,-0.7000000000000001,1.7000000000000002,36.129,1.002,26,glass,0.1,7.1061,1,,8.83,5.8263,nord_diffuse_only
20.3,-0.7000000000000001,1.9000000000000001,37.396,0.187,2,glass,0.1,8.5751,0,solar_suspected,8.83,7.2953,nord_diffuse_only
20.3,-0.5,-0.30000000000000004,34.533,0.953,271,concrete,0.65,5.2557,1,,0.0,5.2557,
20.3,-0.5,-0.1,34.165,0.88,135,concrete,0.65,4.829,1,,0.0,4.829,
20.3,-0.5,0.1,34.633,0.896,32,painted_metal,0.65,5.3716,1,,0.0,5.3716,
20.3,-0.5,0.30000000000000004,35.031,1.26,11,painted_metal,0.65,5.833,1,,0.0,5.833,
20.3,-0.5,0.5,33.667,0.0,1,painted_metal,0.65,4.2516,1,,0.0,4.2516,
20.3,-0.5,0.7000000000000001,35.989,0.0,1,painted_metal,0.65,6.9438,1,,0.0,6.9438,
20.3,-0.5,1.7000000000000002,36.736,1.541,11,glass,0.1,7.8099,1,,0.0,7.8099,
20.3,-0.5,1.9000000000000001,36.618,1.519,33,glass,0.1,7.673,1,,0.0,7.673,
20.3,-0.30000000000000004,-0.30000000000000004,35.286,1.166,139,concrete,0.65,6.1287,1,,0.0,6.1287,
20.3,-0.30000000000000004,1.7000000000000002,38.14,0.71,5,glass,0.1,9.4377,0,solar_suspected,0.0,9.4377,
20.3,-0.30000000000000004,1.9000000000000001,36.733,1.469,31,glass,0.1,7.8064,1,,0.0,7.8064,
20.3,-0.1,-0.30000000000000004,35.542,1.154,108,concrete,0.65,6.4255,1,,0.0,6.4255,
20.3,-0.1,1.7000000000000002,37.727,0.901,8,glass,0.1,8.9588,0,solar_suspected,0.0,8.9588,
20.3,-0.1,1.9000000000000001,36.81,1.495,25,glass,0.1,7.8957,1,,0.0,7.8957,
20.3,0.1,-0.30000000000000004,36.177,1.135,112,concrete,0.65,7.1617,1,,0.0,7.1617,
20.3,0.1,1.7000000000000002,38.247,1.314,10,glass,0.1,9.5617,0,solar_suspected,0.0,9.5617,
20.3,0.1,1.9000000000000001,37.424,1.739,24,glass,0.1,8.6075,0,solar_suspected,0.0,8.6075,
20.3,0.30000000000000004,-0.30000000000000004,36.413,0.813,124,concrete,0.65,7.4354,1,,0.0,7.4354,
20.3,0.30000000000000004,1.7000000000000002,38.107,0.96,11,glass,0.1,9.3994,0,solar_suspected,0.0,9.3994,
20.3,0.30000000000000004,1.9000000000000001,36.831,1.581,22,glass,0.1,7.92,1,,0.0,7.92,
20.3,0.5,-0.30000000000000004,36.572,0.805,139,concrete,0.65,7.6197,1,,0.0,7.6197,
20.3,0.5,1.7000000000000002,38.277,0.863,11,glass,0.1,9.5965,0,solar_suspected,0.0,9.5965,
20.3,0.5,1.9000000000000001,36.597,1.883,21,glass,0.1,7.6487,1,,0.0,7.6487,
20.3,0.7000000000000001,-0.30000000000000004,36.437,0.906,138,concrete,0.65,7.4632,1,,0.0,7.4632,
20.3,0.7000000000000001,1.7000000000000002,38.424,1.501,12,glass,0.1,9.767,0,solar_suspected,0.0,9.767,
20.3,0.7000000000000001,1.9000000000000001,36.872,2.239,23,glass,0.1,7.9675,1,,0.0,7.9675,
20.3,0.9,-0.30000000000000004,36.07,1.229,113,concrete,0.65,7.0377,1,,0.0,7.0377,
20.3,0.9,1.7000000000000002,39.031,2.186,15,glass,0.1,10.4707,0,solar_suspected,0.0,10.4707,
20.3,0.9,1.9000000000000001,36.492,2.157,20,glass,0.1,7.527,1,,0.0,7.527,
20.3,1.1,-0.30000000000000004,36.125,1.384,119,concrete,0.65,7.1014,1,,0.0,7.1014,
20.3,1.1,1.7000000000000002,38.397,1.516,9,glass,0.1,9.7357,0,solar_suspected,0.0,9.7357,
20.3,1.1,1.9000000000000001,36.727,2.114,18,glass,0.1,7.7994,1,,0.0,7.7994,
20.3,1.3,-0.30000000000000004,35.9,1.415,133,concrete,0.65,6.8406,1,,0.0,6.8406,
20.3,1.3,1.7000000000000002,37.967,1.262,7,glass,0.1,9.2371,0,solar_suspected,0.0,9.2371,
20.3,1.3,1.9000000000000001,37.381,2.667,21,glass,0.1,8.5577,0,solar_suspected,0.0,8.5577,
20.3,1.5,-0.30000000000000004,35.701,1.443,147,concrete,0.65,6.6099,1,,0.0,6.6099,sud_opaque_no_correction
20.3,1.5,1.7000000000000002,37.744,0.943,6,glass,0.1,8.9786,0,solar_suspected,0.0,8.9786,sud_opaque_no_correction
20.3,1.5,1.9000000000000001,37.064,2.476,27,glass,0.1,8.1901,0,solar_suspected,0.0,8.1901,sud_opaque_no_correction
20.3,1.7000000000000002,-0.30000000000000004,35.509,1.45,105,concrete,0.65,6.3872,1,,0.0,6.3872,sud_opaque_no_correction
20.3,1.7000000000000002,1.7000000000000002,37.204,1.012,8,glass,0.1,8.3525,0,solar_suspected,0.0,8.3525,sud_opaque_no_correction
20.3,1.7000000000000002,1.9000000000000001,36.915,2.256,26,glass,0.1,8.0174,0,solar_suspected,0.0,8.0174,sud_opaque_no_correction
20.5,-0.7000000000000001,-0.30000000000000004,34.614,0.765,59,concrete,0.65,5.3496,1,,57.4,-2.9691,nord_diffuse_only
20.5,-0.7000000000000001,-0.1,34.777,1.081,205,concrete,0.65,5.5386,1,,57.4,-2.7801,nord_diffuse_only
20.5,-0.7000000000000001,0.1,35.137,1.212,140,painted_metal,0.65,5.9559,1,,57.4,-2.3627,nord_diffuse_only
20.5,-0.7000000000000001,0.30000000000000004,35.443,1.145,160,painted_metal,0.65,6.3107,1,,57.4,-2.0079,nord_diffuse_only
20.5,-0.7000000000000001,0.5,36.019,1.243,178,painted_metal,0.65,6.9786,1,,57.4,-1.3401,nord_diffuse_only
20.5,-0.7000000000000001,0.7000000000000001,36.267,1.174,196,painted_metal,0.65,7.2661,1,,57.4,-1.0526,nord_diffuse_only
20.5,-0.7000000000000001,0.9,36.876,1.684,145,painted_metal,0.65,7.9722,1,,57.4,-0.3465,nord_diffuse_only
20.5,-0.7000000000000001,1.1,36.373,1.272,85,glass,0.1,7.389,1,,8.83,6.1092,nord_diffuse_only
20.5,-0.7000000000000001,1.3,36.08,1.107,49,glass,0.1,7.0493,1,,8.83,5.7695,nord_diffuse_only
20.5,-0.7000000000000001,1.5,35.912,1.165,39,glass,0.1,6.8545,1,,8.83,5.5747,nord_diffuse_only
20.5,-0.7000000000000001,1.7000000000000002,35.962,1.145,28,glass,0.1,6.9125,1,,8.83,5.6327,nord_diffuse_only
20.5,-0.5,-0.30000000000000004,34.534,0.978,285,concrete,0.65,5.2568,1,,0.0,5.2568,
20.5,-0.5,-0.1,34.426,0.958,193,concrete,0.65,5.1316,1,,0.0,5.1316,
20.5,-0.5,0.1,35.128,1.227,87,painted_metal,0.65,5.9455,1,,0.0,5.9455,
20.5,-0.5,0.30000000000000004,35.451,1.287,35,painted_metal,0.65,6.32,1,,0.0,6.32,
20.5,-0.5,0.5,35.789,0.565,8,painted_metal,0.65,6.7119,1,,0.0,6.7119,
20.5,-0.5,0.7000000000000001,35.489,0.628,7,painted_metal,0.65,6.3641,1,,0.0,6.3641,
20.5,-0.5,1.5,34.75,0.0,1,glass,0.1,5.5072,1,,0.0,5.5072,
20.5,-0.5,1.7000000000000002,35.584,1.113,14,glass,0.1,6.4742,1,,0.0,6.4742,
20.5,-0.5,1.9000000000000001,36.731,1.813,31,glass,0.1,7.8041,1,,0.0,7.8041,
20.5,-0.30000000000000004,-0.30000000000000004,35.248,1.218,153,concrete,0.65,6.0846,1,,0.0,6.0846,
20.5,-0.30000000000000004,1.7000000000000002,37.405,1.202,11,glass,0.1,8.5855,0,solar_suspected,0.0,8.5855,
20.5,-0.30000000000000004,1.9000000000000001,37.353,1.642,43,glass,0.1,8.5252,0,solar_suspected,0.0,8.5252,
20.5,-0.1,-0.30000000000000004,35.868,1.228,147,concrete,0.65,6.8035,1,,0.0,6.8035,
20.5,-0.1,1.7000000000000002,37.099,1.233,18,glass,0.1,8.2307,0,solar_suspected,0.0,8.2307,
20.5,-0.1,1.9000000000000001,37.852,1.661,36,glass,0.1,9.1038,0,solar_suspected,0.0,9.1038,
20.5,0.1,-0.30000000000000004,36.199,1.144,160,concrete,0.65,7.1872,1,,0.0,7.1872,
20.5,0.1,1.7000000000000002,37.777,1.132,15,glass,0.1,9.0168,0,solar_suspected,0.0,9.0168,
20.5,0.1,1.9000000000000001,37.764,2.036,36,glass,0.1,9.0017,0,solar_suspected,0.0,9.0017,
20.5,0.30000000000000004,-0.30000000000000004,36.359,0.992,107,concrete,0.65,7.3728,1,,0.0,7.3728,
20.5,0.30000000000000004,1.7000000000000002,38.173,0.97,8,glass,0.1,9.4759,0,solar_suspected,0.0,9.4759,
20.5,0.30000000000000004,1.9000000000000001,37.529,1.898,40,glass,0.1,8.7293,0,solar_suspected,0.0,8.7293,
20.5,0.5,-0.30000000000000004,36.596,0.803,113,concrete,0.65,7.6475,1,,0.0,7.6475,
20.5,0.5,1.7000000000000002,37.661,1.528,11,glass,0.1,8.8823,0,solar_suspected,0.0,8.8823,
20.5,0.5,1.9000000000000001,37.52,2.206,37,glass,0.1,8.7188,0,solar_suspected,0.0,8.7188,
20.5,0.7000000000000001,-0.30000000000000004,36.482,0.994,109,concrete,0.65,7.5154,1,,0.0,7.5154,
20.5,0.7000000000000001,1.7000000000000002,37.826,1.554,15,glass,0.1,9.0736,0,solar_suspected,0.0,9.0736,
20.5,0.7000000000000001,1.9000000000000001,37.456,2.721,34,glass,0.1,8.6446,0,solar_suspected,0.0,8.6446,
20.5,0.9,-0.30000000000000004,36.277,1.353,111,concrete,0.65,7.2777,1,,0.0,7.2777,
20.5,0.9,1.7000000000000002,37.111,1.943,10,glass,0.1,8.2446,0,solar_suspected,0.0,8.2446,
20.5,0.9,1.9000000000000001,37.629,2.489,35,glass,0.1,8.8452,0,solar_suspected,0.0,8.8452,
20.5,1.1,-0.30000000000000004,36.258,1.415,96,concrete,0.65,7.2557,1,,0.0,7.2557,
20.5,1.1,1.7000000000000002,37.242,1.596,13,glass,0.1,8.3965,0,solar_suspected,0.0,8.3965,
20.5,1.1,1.9000000000000001,37.908,2.321,35,glass,0.1,9.1687,0,solar_suspected,0.0,9.1687,
20.5,1.3,-0.30000000000000004,36.095,1.385,124,concrete,0.65,7.0667,1,,0.0,7.0667,
20.5,1.3,1.7000000000000002,37.024,1.992,15,glass,0.1,8.1438,0,solar_suspected,0.0,8.1438,
20.5,1.3,1.9000000000000001,38.006,2.249,33,glass,0.1,9.2823,0,solar_suspected,0.0,9.2823,
20.5,1.5,-0.30000000000000004,35.786,1.467,119,concrete,0.65,6.7084,1,,0.0,6.7084,sud_opaque_no_correction
20.5,1.5,1.7000000000000002,36.45,1.724,12,glass,0.1,7.4783,1,,0.0,7.4783,sud_opaque_no_correction
20.5,1.5,1.9000000000000001,37.767,1.811,34,glass,0.1,9.0052,0,solar_suspected,0.0,9.0052,sud_opaque_no_correction
20.5,1.7000000000000002,-0.30000000000000004,35.371,1.415,111,concrete,0.65,6.2272,1,,0.0,6.2272,sud_opaque_no_correction
20.5,1.7000000000000002,1.7000000000000002,36.266,1.715,17,glass,0.1,7.2649,1,,0.0,7.2649,sud_opaque_no_correction
20.5,1.7000000000000002,1.9000000000000001,37.341,1.703,25,glass,0.1,8.5113,0,solar_suspected,0.0,8.5113,sud_opaque_no_correction
